[ 2013-02-27T05:55:38+00:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [2048] Declaration of XdataModel::save() should be compatible with that of Model::save() XdataModel.class.php 第 0 行.
[ 2013-02-27T14:12:21+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=index&homeid=51 | NOTIC: [8] Undefined variable: list 6cf5e8e9a533f1d0f2e9e0608f3ece1d.php 第 15 行.
[ 2013-02-27T14:12:21+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=index&homeid=51 | NOTIC: [8] Undefined variable: page 6cf5e8e9a533f1d0f2e9e0608f3ece1d.php 第 20 行.
[ 2013-02-27T06:12:23+00:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [2048] Declaration of XdataModel::save() should be compatible with that of Model::save() XdataModel.class.php 第 0 行.
[ 2013-02-27T06:12:23+00:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined index: banip App.class.php 第 493 行.
[ 2013-02-27T14:12:23+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | SQL:  RunTime:0.003690s SQL = SHOW COLUMNS FROM ts_home_type
[ 2013-02-27T14:12:23+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | SQL:  RunTime:0.001145s SQL = SELECT id,name FROM `ts_home_type` WHERE ( `status` = 1 )
[ 2013-02-27T14:12:23+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [2] Missing argument 5 for getChildTree(), called in D:\Zend\Apache2\htdocs\trunk\apps\house\Lib\Action\HomeAction.class.php on line 8 and defined extend.php 第 2484 行.
[ 2013-02-27T14:12:23+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | SQL:  RunTime:0.003867s SQL = SHOW COLUMNS FROM ts_home_region
[ 2013-02-27T14:12:23+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | SQL:  RunTime:0.001422s SQL = SELECT * FROM `ts_home_region` WHERE ( `status` = 1 ) ORDER BY id
[ 2013-02-27T14:12:23+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined variable: name extend.php 第 2508 行.
[ 2013-02-27T14:12:23+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined variable: name extend.php 第 2508 行.
[ 2013-02-27T14:12:23+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | SQL:  RunTime:0.004480s SQL = SHOW COLUMNS FROM ts_home
[ 2013-02-27T14:12:23+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined index: publish HomeAction.class.php 第 90 行.
[ 2013-02-27T14:12:23+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined index: homesize HomeAction.class.php 第 93 行.
[ 2013-02-27T14:12:23+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined index: price1 HomeAction.class.php 第 99 行.
[ 2013-02-27T14:12:23+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined index: price2 HomeAction.class.php 第 100 行.
[ 2013-02-27T14:12:23+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined index: homeregionid HomeAction.class.php 第 101 行.
[ 2013-02-27T14:12:23+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined index: square1 HomeAction.class.php 第 117 行.
[ 2013-02-27T14:12:23+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined index: square2 HomeAction.class.php 第 118 行.
[ 2013-02-27T14:12:23+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined index: publish HomeAction.class.php 第 133 行.
[ 2013-02-27T14:12:23+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined index: homesize HomeAction.class.php 第 134 行.
[ 2013-02-27T14:12:23+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined index: hometypeid HomeAction.class.php 第 135 行.
[ 2013-02-27T14:12:23+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined index: homeregionid HomeAction.class.php 第 136 行.
[ 2013-02-27T14:12:23+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | SQL:  RunTime:0.000719s SQL = SELECT COUNT(id) AS tp_count FROM `ts_home` WHERE ( 1=1 ) LIMIT 1 
[ 2013-02-27T14:12:23+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | SQL:  RunTime:0.002061s SQL = SELECT * FROM `ts_home` WHERE ( 1=1 ) ORDER BY `id` desc LIMIT 0,10 
[ 2013-02-27T14:12:23+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined variable: type 6ef2e9e9bbd218eefe35cdd1e943883c.php 第 63 行.
[ 2013-02-27T06:12:25+00:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=index&homeid=51 | NOTIC: [2048] Declaration of XdataModel::save() should be compatible with that of Model::save() XdataModel.class.php 第 0 行.
[ 2013-02-27T06:12:25+00:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=index&homeid=51 | NOTIC: [8] Undefined index: banip App.class.php 第 493 行.
[ 2013-02-27T14:12:25+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=index&homeid=51 | SQL:  RunTime:0.004551s SQL = SHOW COLUMNS FROM ts_home_history
[ 2013-02-27T14:12:25+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=index&homeid=51 | SQL:  RunTime:0.002198s SQL = SELECT COUNT(id) AS tp_count FROM `ts_home_history` WHERE ( `homeid` = '51' ) LIMIT 1 
[ 2013-02-27T14:12:25+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=index&homeid=51 | NOTIC: [8] Undefined variable: list 6cf5e8e9a533f1d0f2e9e0608f3ece1d.php 第 15 行.
[ 2013-02-27T14:12:25+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=index&homeid=51 | NOTIC: [8] Undefined variable: page 6cf5e8e9a533f1d0f2e9e0608f3ece1d.php 第 20 行.
[ 2013-02-27T06:12:45+00:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=add&homeid=51 | NOTIC: [2048] Declaration of XdataModel::save() should be compatible with that of Model::save() XdataModel.class.php 第 0 行.
[ 2013-02-27T06:12:45+00:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=add&homeid=51 | NOTIC: [8] Undefined index: banip App.class.php 第 493 行.
[ 2013-02-27T14:12:45+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=add&homeid=51 | NOTIC: [8] Undefined variable: vo a610b92420cb0b2efb822297169630d9.php 第 17 行.
[ 2013-02-27T14:12:45+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=add&homeid=51 | NOTIC: [8] Undefined variable: vo a610b92420cb0b2efb822297169630d9.php 第 25 行.
[ 2013-02-27T14:12:45+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=add&homeid=51 | NOTIC: [8] Undefined variable: vo a610b92420cb0b2efb822297169630d9.php 第 34 行.
[ 2013-02-27T14:12:45+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=add&homeid=51 | NOTIC: [8] Undefined variable: vo a610b92420cb0b2efb822297169630d9.php 第 41 行.
[ 2013-02-27T14:12:45+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=add&homeid=51 | NOTIC: [8] Undefined variable: vo a610b92420cb0b2efb822297169630d9.php 第 46 行.
[ 2013-02-27T14:12:45+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=add&homeid=51 | NOTIC: [8] Undefined variable: vo a610b92420cb0b2efb822297169630d9.php 第 47 行.
[ 2013-02-27T06:12:49+00:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=add&homeid=51 | NOTIC: [2048] Declaration of XdataModel::save() should be compatible with that of Model::save() XdataModel.class.php 第 0 行.
[ 2013-02-27T06:12:49+00:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=add&homeid=51 | NOTIC: [8] Undefined index: banip App.class.php 第 493 行.
[ 2013-02-27T14:12:49+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=add&homeid=51 | NOTIC: [8] Undefined variable: vo a610b92420cb0b2efb822297169630d9.php 第 17 行.
[ 2013-02-27T14:12:49+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=add&homeid=51 | NOTIC: [8] Undefined variable: vo a610b92420cb0b2efb822297169630d9.php 第 25 行.
[ 2013-02-27T14:12:49+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=add&homeid=51 | NOTIC: [8] Undefined variable: vo a610b92420cb0b2efb822297169630d9.php 第 34 行.
[ 2013-02-27T14:12:49+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=add&homeid=51 | NOTIC: [8] Undefined variable: vo a610b92420cb0b2efb822297169630d9.php 第 41 行.
[ 2013-02-27T14:12:49+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=add&homeid=51 | NOTIC: [8] Undefined variable: vo a610b92420cb0b2efb822297169630d9.php 第 46 行.
[ 2013-02-27T14:12:49+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=add&homeid=51 | NOTIC: [8] Undefined variable: vo a610b92420cb0b2efb822297169630d9.php 第 47 行.
[ 2013-02-27T06:12:53+00:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=add&homeid=51 | NOTIC: [2048] Declaration of XdataModel::save() should be compatible with that of Model::save() XdataModel.class.php 第 0 行.
[ 2013-02-27T06:12:53+00:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=add&homeid=51 | NOTIC: [8] Undefined index: banip App.class.php 第 493 行.
[ 2013-02-27T14:12:53+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=add&homeid=51 | NOTIC: [8] Undefined variable: vo a610b92420cb0b2efb822297169630d9.php 第 17 行.
[ 2013-02-27T14:12:53+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=add&homeid=51 | NOTIC: [8] Undefined variable: vo a610b92420cb0b2efb822297169630d9.php 第 25 行.
[ 2013-02-27T14:12:53+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=add&homeid=51 | NOTIC: [8] Undefined variable: vo a610b92420cb0b2efb822297169630d9.php 第 34 行.
[ 2013-02-27T14:12:53+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=add&homeid=51 | NOTIC: [8] Undefined variable: vo a610b92420cb0b2efb822297169630d9.php 第 41 行.
[ 2013-02-27T14:12:53+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=add&homeid=51 | NOTIC: [8] Undefined variable: vo a610b92420cb0b2efb822297169630d9.php 第 46 行.
[ 2013-02-27T14:12:53+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=add&homeid=51 | NOTIC: [8] Undefined variable: vo a610b92420cb0b2efb822297169630d9.php 第 47 行.
[ 2013-02-27T06:13:04+00:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=add&homeid=51 | NOTIC: [2048] Declaration of XdataModel::save() should be compatible with that of Model::save() XdataModel.class.php 第 0 行.
[ 2013-02-27T06:13:04+00:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=add&homeid=51 | NOTIC: [8] Undefined index: banip App.class.php 第 493 行.
[ 2013-02-27T14:13:04+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=add&homeid=51 | NOTIC: [8] Undefined variable: vo a610b92420cb0b2efb822297169630d9.php 第 17 行.
[ 2013-02-27T14:13:04+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=add&homeid=51 | NOTIC: [8] Undefined variable: vo a610b92420cb0b2efb822297169630d9.php 第 25 行.
[ 2013-02-27T14:13:04+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=add&homeid=51 | NOTIC: [8] Undefined variable: vo a610b92420cb0b2efb822297169630d9.php 第 34 行.
[ 2013-02-27T14:13:04+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=add&homeid=51 | NOTIC: [8] Undefined variable: vo a610b92420cb0b2efb822297169630d9.php 第 41 行.
[ 2013-02-27T14:13:04+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=add&homeid=51 | NOTIC: [8] Undefined variable: vo a610b92420cb0b2efb822297169630d9.php 第 46 行.
[ 2013-02-27T14:13:04+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=add&homeid=51 | NOTIC: [8] Undefined variable: vo a610b92420cb0b2efb822297169630d9.php 第 47 行.
[ 2013-02-27T06:13:21+00:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=add&homeid=51 | NOTIC: [2048] Declaration of XdataModel::save() should be compatible with that of Model::save() XdataModel.class.php 第 0 行.
[ 2013-02-27T06:13:21+00:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=add&homeid=51 | NOTIC: [8] Undefined index: banip App.class.php 第 493 行.
[ 2013-02-27T14:13:21+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=add&homeid=51 | SQL:  RunTime:0.005031s SQL = SHOW COLUMNS FROM ts_user
[ 2013-02-27T14:13:21+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=add&homeid=51 | SQL:  RunTime:0.002196s SQL = SELECT `realname` FROM `ts_user` WHERE ( `id` = '1' ) LIMIT 1 
[ 2013-02-27T14:13:21+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=add&homeid=51 | NOTIC: [8] Undefined variable: vo a610b92420cb0b2efb822297169630d9.php 第 17 行.
[ 2013-02-27T14:13:21+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=add&homeid=51 | NOTIC: [8] Undefined variable: vo a610b92420cb0b2efb822297169630d9.php 第 25 行.
[ 2013-02-27T14:13:21+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=add&homeid=51 | NOTIC: [8] Undefined variable: vo a610b92420cb0b2efb822297169630d9.php 第 34 行.
[ 2013-02-27T14:13:21+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=add&homeid=51 | NOTIC: [8] Undefined variable: vo a610b92420cb0b2efb822297169630d9.php 第 41 行.
[ 2013-02-27T14:13:21+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=add&homeid=51 | NOTIC: [8] Undefined variable: vo a610b92420cb0b2efb822297169630d9.php 第 46 行.
[ 2013-02-27T14:13:21+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=add&homeid=51 | NOTIC: [8] Undefined variable: vo a610b92420cb0b2efb822297169630d9.php 第 47 行.
[ 2013-02-27T06:19:09+00:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=add&homeid=51 | NOTIC: [2048] Declaration of XdataModel::save() should be compatible with that of Model::save() XdataModel.class.php 第 0 行.
[ 2013-02-27T06:19:09+00:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=add&homeid=51 | NOTIC: [8] Undefined index: banip App.class.php 第 493 行.
[ 2013-02-27T14:19:09+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=add&homeid=51 | SQL:  RunTime:0.004054s SQL = SHOW COLUMNS FROM ts_user
[ 2013-02-27T14:19:09+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=add&homeid=51 | SQL:  RunTime:0.000803s SQL = SELECT `realname` FROM `ts_user` WHERE ( `id` = '1' ) LIMIT 1 
[ 2013-02-27T14:19:09+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=add&homeid=51 | NOTIC: [8] Undefined variable: taglibs ThinkTemplate.class.php 第 254 行.
[ 2013-02-27T14:19:09+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=add&homeid=51 | NOTIC: [2] Invalid argument supplied for foreach() ThinkTemplate.class.php 第 254 行.
[ 2013-02-27T14:19:09+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=add&homeid=51 | NOTIC: [8] Undefined variable: vo a610b92420cb0b2efb822297169630d9.php 第 17 行.
[ 2013-02-27T14:19:09+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=add&homeid=51 | NOTIC: [8] Undefined variable: vo a610b92420cb0b2efb822297169630d9.php 第 26 行.
[ 2013-02-27T14:19:09+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=add&homeid=51 | NOTIC: [8] Undefined variable: vo a610b92420cb0b2efb822297169630d9.php 第 33 行.
[ 2013-02-27T14:19:09+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=add&homeid=51 | NOTIC: [8] Undefined variable: vo a610b92420cb0b2efb822297169630d9.php 第 38 行.
[ 2013-02-27T06:19:11+00:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=update | NOTIC: [2048] Declaration of XdataModel::save() should be compatible with that of Model::save() XdataModel.class.php 第 0 行.
[ 2013-02-27T06:19:11+00:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=update | NOTIC: [8] Undefined index: banip App.class.php 第 493 行.
[ 2013-02-27T14:19:11+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=update | SQL:  RunTime:0.004269s SQL = SHOW COLUMNS FROM ts_home_history
[ 2013-02-27T14:19:11+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=update | SQL:  RunTime:0.001684s SQL = INSERT INTO `ts_home_history` (`id`,`homeid`,`userid`,`username`,`remark`,`status`,`createtime`) VALUES ('','51','1','许飞','ddd',1,1361945951)
[ 2013-02-27T14:19:11+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=update | NOTIC: [8] Undefined variable: publicCss a604f4aaa14c3de8abe4275a7ae9b903.php 第 7 行.
[ 2013-02-27T06:19:12+00:00 ] /trunk/index.php?app=house&mod=HomeHistory | NOTIC: [2048] Declaration of XdataModel::save() should be compatible with that of Model::save() XdataModel.class.php 第 0 行.
[ 2013-02-27T06:19:12+00:00 ] /trunk/index.php?app=house&mod=HomeHistory | NOTIC: [8] Undefined index: banip App.class.php 第 493 行.
[ 2013-02-27T14:19:12+08:00 ] /trunk/index.php?app=house&mod=HomeHistory | SQL:  RunTime:0.004502s SQL = SHOW COLUMNS FROM ts_home_history
[ 2013-02-27T14:19:12+08:00 ] /trunk/index.php?app=house&mod=HomeHistory | NOTIC: [8] Undefined index: homeid HomeHistoryAction.class.php 第 16 行.
[ 2013-02-27T14:19:12+08:00 ] /trunk/index.php?app=house&mod=HomeHistory | NOTIC: [8] Undefined index: homeid HomeHistoryAction.class.php 第 17 行.
[ 2013-02-27T14:19:13+08:00 ] /trunk/index.php?app=house&mod=HomeHistory | SQL:  RunTime:0.001550s SQL = SELECT COUNT(id) AS tp_count FROM `ts_home_history` WHERE ( `homeid` = null ) LIMIT 1 
[ 2013-02-27T14:19:13+08:00 ] /trunk/index.php?app=house&mod=HomeHistory | NOTIC: [8] Undefined variable: list 6cf5e8e9a533f1d0f2e9e0608f3ece1d.php 第 15 行.
[ 2013-02-27T14:19:13+08:00 ] /trunk/index.php?app=house&mod=HomeHistory | NOTIC: [8] Undefined variable: page 6cf5e8e9a533f1d0f2e9e0608f3ece1d.php 第 20 行.
[ 2013-02-27T06:19:41+00:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [2048] Declaration of XdataModel::save() should be compatible with that of Model::save() XdataModel.class.php 第 0 行.
[ 2013-02-27T06:19:41+00:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined index: banip App.class.php 第 493 行.
[ 2013-02-27T14:19:41+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | SQL:  RunTime:0.004185s SQL = SHOW COLUMNS FROM ts_home_type
[ 2013-02-27T14:19:41+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | SQL:  RunTime:0.001082s SQL = SELECT id,name FROM `ts_home_type` WHERE ( `status` = 1 )
[ 2013-02-27T14:19:41+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [2] Missing argument 5 for getChildTree(), called in D:\Zend\Apache2\htdocs\trunk\apps\house\Lib\Action\HomeAction.class.php on line 8 and defined extend.php 第 2484 行.
[ 2013-02-27T14:19:41+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | SQL:  RunTime:0.003413s SQL = SHOW COLUMNS FROM ts_home_region
[ 2013-02-27T14:19:41+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | SQL:  RunTime:0.000915s SQL = SELECT * FROM `ts_home_region` WHERE ( `status` = 1 ) ORDER BY id
[ 2013-02-27T14:19:41+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined variable: name extend.php 第 2508 行.
[ 2013-02-27T14:19:41+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined variable: name extend.php 第 2508 行.
[ 2013-02-27T14:19:41+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | SQL:  RunTime:0.003787s SQL = SHOW COLUMNS FROM ts_home
[ 2013-02-27T14:19:41+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined index: publish HomeAction.class.php 第 90 行.
[ 2013-02-27T14:19:41+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined index: homesize HomeAction.class.php 第 93 行.
[ 2013-02-27T14:19:41+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined index: price1 HomeAction.class.php 第 99 行.
[ 2013-02-27T14:19:41+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined index: price2 HomeAction.class.php 第 100 行.
[ 2013-02-27T14:19:41+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined index: homeregionid HomeAction.class.php 第 101 行.
[ 2013-02-27T14:19:41+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined index: square1 HomeAction.class.php 第 117 行.
[ 2013-02-27T14:19:41+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined index: square2 HomeAction.class.php 第 118 行.
[ 2013-02-27T14:19:41+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined index: publish HomeAction.class.php 第 133 行.
[ 2013-02-27T14:19:41+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined index: homesize HomeAction.class.php 第 134 行.
[ 2013-02-27T14:19:41+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined index: hometypeid HomeAction.class.php 第 135 行.
[ 2013-02-27T14:19:41+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined index: homeregionid HomeAction.class.php 第 136 行.
[ 2013-02-27T14:19:41+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | SQL:  RunTime:0.000313s SQL = SELECT COUNT(id) AS tp_count FROM `ts_home` WHERE ( 1=1 ) LIMIT 1 
[ 2013-02-27T14:19:41+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | SQL:  RunTime:0.001766s SQL = SELECT * FROM `ts_home` WHERE ( 1=1 ) ORDER BY `id` desc LIMIT 0,10 
[ 2013-02-27T14:19:41+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined variable: type 6ef2e9e9bbd218eefe35cdd1e943883c.php 第 63 行.
[ 2013-02-27T06:19:43+00:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=index&homeid=51 | NOTIC: [2048] Declaration of XdataModel::save() should be compatible with that of Model::save() XdataModel.class.php 第 0 行.
[ 2013-02-27T06:19:43+00:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=index&homeid=51 | NOTIC: [8] Undefined index: banip App.class.php 第 493 行.
[ 2013-02-27T14:19:43+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=index&homeid=51 | SQL:  RunTime:0.005168s SQL = SHOW COLUMNS FROM ts_home_history
[ 2013-02-27T14:19:43+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=index&homeid=51 | SQL:  RunTime:0.001433s SQL = SELECT COUNT(id) AS tp_count FROM `ts_home_history` WHERE ( `homeid` = '51' ) LIMIT 1 
[ 2013-02-27T14:19:43+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=index&homeid=51 | SQL:  RunTime:0.001227s SQL = SELECT * FROM `ts_home_history` WHERE ( `homeid` = '51' ) ORDER BY `id` desc LIMIT 0,10 
[ 2013-02-27T06:23:03+00:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [2048] Declaration of XdataModel::save() should be compatible with that of Model::save() XdataModel.class.php 第 0 行.
[ 2013-02-27T06:23:03+00:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined index: banip App.class.php 第 493 行.
[ 2013-02-27T14:23:03+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | SQL:  RunTime:0.004154s SQL = SHOW COLUMNS FROM ts_home_type
[ 2013-02-27T14:23:03+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | SQL:  RunTime:0.001564s SQL = SELECT id,name FROM `ts_home_type` WHERE ( `status` = 1 )
[ 2013-02-27T14:23:03+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [2] Missing argument 5 for getChildTree(), called in D:\Zend\Apache2\htdocs\trunk\apps\house\Lib\Action\HomeAction.class.php on line 8 and defined extend.php 第 2484 行.
[ 2013-02-27T14:23:03+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | SQL:  RunTime:0.003911s SQL = SHOW COLUMNS FROM ts_home_region
[ 2013-02-27T14:23:03+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | SQL:  RunTime:0.001810s SQL = SELECT * FROM `ts_home_region` WHERE ( `status` = 1 ) ORDER BY id
[ 2013-02-27T14:23:03+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined variable: name extend.php 第 2508 行.
[ 2013-02-27T14:23:03+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined variable: name extend.php 第 2508 行.
[ 2013-02-27T14:23:03+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | SQL:  RunTime:0.004619s SQL = SHOW COLUMNS FROM ts_home
[ 2013-02-27T14:23:03+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined index: publish HomeAction.class.php 第 90 行.
[ 2013-02-27T14:23:03+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined index: homesize HomeAction.class.php 第 93 行.
[ 2013-02-27T14:23:03+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined index: price1 HomeAction.class.php 第 99 行.
[ 2013-02-27T14:23:03+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined index: price2 HomeAction.class.php 第 100 行.
[ 2013-02-27T14:23:03+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined index: homeregionid HomeAction.class.php 第 101 行.
[ 2013-02-27T14:23:03+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined index: square1 HomeAction.class.php 第 117 行.
[ 2013-02-27T14:23:03+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined index: square2 HomeAction.class.php 第 118 行.
[ 2013-02-27T14:23:03+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined index: publish HomeAction.class.php 第 133 行.
[ 2013-02-27T14:23:03+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined index: homesize HomeAction.class.php 第 134 行.
[ 2013-02-27T14:23:03+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined index: hometypeid HomeAction.class.php 第 135 行.
